요구사항ID,도메인,요구사항,관계유형,관련 요구사항ID,관계 설명,요구 설명,우선순위,3사/핏지니 포함여부,대표 출처,중복 병합 출처 수,비고
REQ-HQ-138,본사·대시보드,트레이너 실적 리포트,유사연계,"REQ-CLS-053, REQ-STF-049, REQ-STF-050, REQ-SET-035, REQ-SET-036, REQ-STF-048","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI, 권한/역할. 예: REQ-CLS-053 트레이너 실적, REQ-STF-049 트레이너 실적 정산, REQ-STF-050 트레이너 실적 현황, REQ-SET-035 활동/감사 로그","리포트(FG) / 리포트. 3사 비교: BroJ=△, OnFit=△, LessonBook=△, FitGenie=○. 핏지니 트레이너 KPI",,"BroJ=△, OnFit=△, LessonBook=△, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R157,1,원천 기능행
REQ-HQ-139,본사·대시보드,평균 출석률,독립,,현재 기준 독립 요구사항으로 판단,"대상=/; 설명=회원 1인당 주간 평균 방문 횟수. 
시설 가동률 및 회원 참여도를 측정. 높을수록 회원 만족도 및 재등록률 향상.; 계산식=전체 주간 출석 횟수 / 전체 회원 수; 목표=3회/주+; 연동=운영 효율",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R36,1,대시보드/KPI
REQ-HQ-140,본사·대시보드,프로그램별 이용률 대시보드,유사연계,"REQ-SET-016, REQ-APP-042, REQ-FAC-038, REQ-CLS-009, REQ-PAY-054, REQ-CLS-031","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-SET-016 메인 대시보드, REQ-APP-042 회원 홈 대시보드, REQ-FAC-038 시설 현황 대시보드, REQ-CLS-009 GX/프로그램 반응 분석",시스템=; KPI=월 매출 목표 달성률 (Branch Manager); 효과=PT/GX/필라테스 이용률 실시간 대시보드로 매니저가 저조한 프로그램 즉각 개선. 프로그램 매출 최적화로 월 목표 달성; 흐름=프로그램 이용 데이터 → 실시간 집계 → 대시보드 → 개선 액션 → 매출 측정,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::3. 시스템 & 운영_비용관리!R13,1,대시보드/KPI
REQ-HQ-141,본사·대시보드,"프리미엄 클래스 예약 시스템
 : 유료 특별 클래스 전용 예약 및 결제
이벤트 관리 플랫폼
 : 워크샵, 세미나, 특별 프로그램 통합 관리
티어별 서비스
 : 기본/프리미엄/VIP 등급별 차별화된 클래스 제공
외부 강사 연동
 : 유명 강사 초청 특별 클래스 기획 및 운영",유사연계,"REQ-PAY-064, REQ-PAY-074, REQ-PAY-063, REQ-PAY-047, REQ-PAY-059, REQ-PAY-015","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할, 회원등급/세그먼트. 예: REQ-PAY-064 할부 결제 관리(회차별), REQ-PAY-074 회의 중 14번 항목에 결제 상태 관리와 매출/결제 관리가 포함되어 있음을 확인, REQ-PAY-063 판도는 결제 처리와 관련 API를 제공, REQ-PAY-047 약관·서명 영역","주요기능=② GX·이벤트 유료 클래스 운영으로 
 신규 수익원 확보; 사용자=; 연동=; 효과=; 계획=유료 클래스 예약 시스템 개발
이벤트 관리 기능 추가
프리미엄 서비스 체계 설계",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::DX_AX핵심!R50,1,대시보드/KPI
REQ-HQ-142,본사·대시보드,"현재 KPI 대시보드는 구글 스프레드시트가 아니라 기존 KPI 대시보드 엑셀을 참고해 만든 것이며, 실제 필요한 데이터 항목은 개발 중 추가 요청 또는 API 확장으로 보완할 수 있다고 했습니다.",유사연계,"REQ-RSV-018, REQ-FAC-007, REQ-OPS-030, REQ-FAC-038, REQ-FAC-039, REQ-SET-016","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-RSV-018 대시보드는 이번 주 안에 우선 고정해서 스포짐 측이 화면을 보고 넣을 것과 뺄 것을 결정해야 다음 일정 지연을 막을 수 있다는 의견이 나왔습니다., REQ-FAC-007 개발팀은 우선 피그마와 현재 구현 결과물을 보면서 KPI, IoT 앱, 키오스크 관련 화면을 중심으로 파악하면 작업 속도가 빨라질 것이라는 의견이 나왔습니다., REQ-OPS-030 판도 측에서는 DB 스키마와 API 설계가 먼저 어느 정도 정리되어야 대시보드 개발이 수월하다는 점을 짚었습니다., REQ-FAC-038 시설 현황 대시보드","현재 KPI 대시보드는 구글 스프레드시트가 아니라 기존 KPI 대시보드 엑셀을 참고해 만든 것이며, 실제 필요한 데이터 항목은 개발 중 추가 요청 또는 API 확장으로 보완할 수 있다고 했습니다.",,,회의록: lastspr/요구리스트관련자료/회의록/260414.md::L8,1,회의결정/논의
REQ-HQ-143,본사·대시보드,홈 대시보드,유사연계,"REQ-APP-042, REQ-SET-016, REQ-FAC-038, REQ-HQ-037, REQ-HQ-069, REQ-HQ-091","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-APP-042 회원 홈 대시보드, REQ-SET-016 메인 대시보드, REQ-FAC-038 시설 현황 대시보드, REQ-HQ-037 대시보드",8. UX · 기타. BroJ=★★ (기본 현황); OnFit=★★★ 회원현황·매출·수업 수치 통합; FitPlat 결정=**OnFit** 대시보드 채택,,,BroJ vs OnFit 비교분석: lastspr/요구리스트관련자료/3사앱 확인/심프로/비교분석_BroJ_vs_OnFit.md::L153,1,경쟁사 비교/채택전략
REQ-HQ-144,본사·대시보드,활성 회원 비율,독립,,현재 기준 독립 요구사항으로 판단,"대상=/; 설명=전체 회원 중 최근 4주간 4회 이상 출석한 활성 회원의 비율. 
회원 건강도 및 이탈 위험도를 측정. 높을수록 재등록률 향상 및 이탈률 감소.; 계산식=(활성 회원 수 / 전체 회원 수) × 100; 목표=70%+; 연동=CRM/매출",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R32,1,대시보드/KPI
REQ-HQ-145,본사·대시보드,활성회원 비중,독립,,현재 기준 독립 요구사항으로 판단,단계=충성고객 성장 (Engagement); 계산식=(활성회원 / 총 회원) × 100; 목표=40-45%↑; 의미=핵심 자산 규모,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::2. 매출관리 & CRM Health!R21,1,대시보드/KPI
REQ-HQ-146,본사·대시보드,"회복존/사우나 
이용률",독립,,현재 기준 독립 요구사항으로 판단,단계=; 계산식=(시설 이용자 / 총 회원) × 100; 목표=20%↑; 의미=웰니스 효과,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::2. 매출관리 & CRM Health!R24,1,대시보드/KPI
REQ-HQ-147,본사·대시보드,회원 만족도,유사연계,"REQ-CLS-032, REQ-CLS-007, REQ-APP-042, REQ-CLS-050, REQ-FAC-023, REQ-STF-044","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-CLS-032 만족도 평가, REQ-CLS-007 GX 종료 후 자동 만족도 조사, REQ-APP-042 회원 홈 대시보드, REQ-CLS-050 직원 인수인계","대상=/; 설명=PT 세션 또는 서비스 이용 후 회원이 평가한 만족도 점수(5점 만점). 
회원 경험 품질 및 재구매·추천 가능성을 측정하는 NPS 선행지표.; 계산식=평균 만족도 점수 = Σ(개별 평가 점수) / 평가 응답 수; 목표=4.0/5.0+; 연동=CRM/매출",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R17,1,대시보드/KPI
REQ-HQ-148,본사·대시보드,"회원 생애주기 자동 관리
 : 등록부터 만료까지 모든 단계 자동화
 셀프서비스 포털
 : 회원이 직접 정보 변경, 결제, 문의 가능
 AI 챗봇 도입
 : 기본적인 회원 문의 자동 응답",유사연계,"REQ-PAY-074, REQ-SET-020, REQ-APP-017, REQ-MBR-007, REQ-PAY-019, REQ-PAY-022","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할. 예: REQ-PAY-074 회의 중 14번 항목에 결제 상태 관리와 매출/결제 관리가 포함되어 있음을 확인, REQ-SET-020 서비스 요금제(SaaS 구독), REQ-APP-017 매점 셀프 결제, REQ-MBR-007 LOST 회원 리스트","주요기능=- 회원관리 자동화 (지점별 월 300만원 절감); 사용자=; 연동=; 효과=; 계획=CRM 시스템 구축 및 데이터 통합
직원 재교육 및 업무 재배치 
셀프서비스 포털 및 챗봇 개발",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::DX_AX핵심!R24,1,대시보드/KPI
REQ-HQ-149,본사·대시보드,"회원 앱 결제
 : 언제 어디서나 간편 결제 가능
자동 정산
 : 모든 결제 데이터 실시간 회계 시스템 연동
미수금 자동 관리
 : 연체 시 자동 알림 및 결제 독촉
다양한 결제 수단
 : 카드, 계좌이체, 간편결제 등 선택권 확대",유사연계,"REQ-PAY-059, REQ-PAY-074, REQ-PAY-016, REQ-PAY-031, REQ-MKT-022, REQ-PAY-009","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=미수금/미납/잔액, 결제/수납/분할, 급여/정산/지출, 자동알림/메시지. 예: REQ-PAY-059 제로스트는 CRM 내에서 결제 상태, 회원 정보, 결제 이력, 미수금, 부분 결제, 승인번호 등 계약 범위에 포함된 관리 기능을 처리, REQ-PAY-074 회의 중 14번 항목에 결제 상태 관리와 매출/결제 관리가 포함되어 있음을 확인, REQ-PAY-016 결제수단 선택·결제, REQ-PAY-031 미수금 관리",주요기능=④ 결제 누락·지연 방지; 사용자=; 연동=; 효과=(회수율 5~8% 향상); 계획=,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::DX_AX핵심!R57,1,대시보드/KPI
REQ-HQ-150,본사·대시보드,"- 회원 정보 통합 관리
 (기본 정보, 회원권, PT/GX 내역, 상담 기록)",유사연계,"REQ-CLS-014, REQ-PAY-062, REQ-CLS-012, REQ-STF-038, REQ-STF-054, REQ-MBR-072","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할, 권한/역할, 급여/정산/지출. 예: REQ-CLS-014 PT 세션 기록, REQ-PAY-062 통합 매출 내역, REQ-CLS-012 PT/GX/FC KPI 비교, REQ-STF-038 직원 관리","주요기능=- 회원 정보 통합 관리
 (기본 정보, 회원권, PT/GX 내역, 상담 기록); 사용자=- 지점 매니저
 - 트레이너
 - 데스크 직원; 연동=- 영업/마케팅
 - 결제/정산
 - 예약/스케줄; 효과=- 360도 고객 뷰 확보
 - 개인화된 회원 응대 및 서비스 제공
 - 상담 누락 방지 및 이력 관리; 계획=",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::DX_AX핵심!R19,1,대시보드/KPI
REQ-APP-001,회원앱·키오스크,AI 스트레칭 루틴 호출,유사연계,"REQ-CLS-002, REQ-OPS-005, REQ-MBR-004, REQ-FAC-005, REQ-FAC-004, REQ-FAC-052","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=체성분/인바디, 출입/키오스크/모바일. 예: REQ-CLS-002 AI 루틴 자동 생성, REQ-OPS-005 개발 일정/API/알림, REQ-MBR-004 AI 통합 분석(온핏 분석), REQ-FAC-005 IoT, 키오스크, 회원 앱, CRM, API가 연결되는 통합 테스트는 별도 고민이 필요함","Member App > QR 스캔 > 스트레칭존. InBody/FMS/통증 데이터를 기반으로 “오늘의 스트레칭 루틴(3~5개)”을 자동 추천해준다.. Input=회원 인바디, FMS 결과, 통증 기록, 최근 운동 패턴. Output=추천 스트레칭 루틴 목록, 루틴ID. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R14,1,스포짐 원천요구
REQ-APP-002,회원앱·키오스크,Golf 타석·강사 예약,유사연계,"REQ-PAY-049, REQ-RSV-011, REQ-CLS-051, REQ-RSV-019, REQ-MBR-056, REQ-HQ-008","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=출입/키오스크/모바일. 예: REQ-PAY-049 온라인 마켓 판매, REQ-RSV-011 골프 타석 예약·배정, REQ-CLS-051 출석 QR 체크인(회원 자가 출석), REQ-RSV-019 레슨 예약(PT/개인)","회원앱(FG) / 수업 예약. 3사 비교: BroJ=×, OnFit=△, LessonBook=△, FitGenie=○. 핏지니 회원앱 골프",,"BroJ=×, OnFit=△, LessonBook=△, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R165,1,원천 기능행
REQ-APP-003,회원앱·키오스크,Q&A/FAQ/신고,유사연계,"REQ-CLS-051, REQ-PAY-049, REQ-FAC-042, REQ-RSV-019, REQ-RSV-011, REQ-FAC-053","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=출입/키오스크/모바일. 예: REQ-CLS-051 출석 QR 체크인(회원 자가 출석), REQ-PAY-049 온라인 마켓 판매, REQ-FAC-042 운동복 관리(대여·반납 + QR), REQ-RSV-019 레슨 예약(PT/개인)","회원앱(FG) / 커뮤니티. 3사 비교: BroJ=×, OnFit=×, LessonBook=×, FitGenie=○. 핏지니 회원앱 커뮤니티",,"BroJ=×, OnFit=×, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R181,1,원천 기능행
REQ-APP-004,회원앱·키오스크,QR 체크인(자가 출석),유사연계,"REQ-CLS-051, REQ-RSV-043, REQ-RSV-019, REQ-PAY-049, REQ-RSV-008, REQ-RSV-011","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=출입/키오스크/모바일. 예: REQ-CLS-051 출석 QR 체크인(회원 자가 출석), REQ-RSV-043 출석 QR 체크인, REQ-RSV-019 레슨 예약(PT/개인), REQ-PAY-049 온라인 마켓 판매","회원앱(FG) / 앱 기본. 3사 비교: BroJ=△, OnFit=△, LessonBook=×, FitGenie=○. 핏지니 회원앱 QR",,"BroJ=△, OnFit=△, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R161,1,원천 기능행
REQ-APP-005,회원앱·키오스크,강사 검색·즐겨찾기·상세,유사연계,"REQ-CLS-051, REQ-PAY-049, REQ-RSV-019, REQ-RSV-011, REQ-FAC-025, REQ-APP-004","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=출입/키오스크/모바일. 예: REQ-CLS-051 출석 QR 체크인(회원 자가 출석), REQ-PAY-049 온라인 마켓 판매, REQ-RSV-019 레슨 예약(PT/개인), REQ-RSV-011 골프 타석 예약·배정","회원앱(FG) / 탐색·소통. 3사 비교: BroJ=×, OnFit=×, LessonBook=×, FitGenie=○. 핏지니 회원앱 강사",,"BroJ=×, OnFit=×, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R178,1,원천 기능행
REQ-APP-006,회원앱·키오스크,건강 데이터 연동(Health Connect),유사연계,"REQ-FAC-057, REQ-PAY-049, REQ-RSV-011, REQ-RSV-019, REQ-CLS-051, REQ-FAC-042","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=출입/키오스크/모바일. 예: REQ-FAC-057 회원 건강 연동(Health Connect), REQ-PAY-049 온라인 마켓 판매, REQ-RSV-011 골프 타석 예약·배정, REQ-RSV-019 레슨 예약(PT/개인)","회원앱(FG) / 건강. 3사 비교: BroJ=×, OnFit=×, LessonBook=×, FitGenie=○. 핏지니 회원앱 건강",,"BroJ=×, OnFit=×, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R183,1,원천 기능행
REQ-APP-007,회원앱·키오스크,결제 이력/영수증,유사연계,"REQ-PAY-049, REQ-PAY-010, REQ-RSV-019, REQ-CLS-051, REQ-PAY-020, REQ-PAY-048","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할, 출입/키오스크/모바일. 예: REQ-PAY-049 온라인 마켓 판매, REQ-PAY-010 결제내역/영수증/승인번호, REQ-RSV-019 레슨 예약(PT/개인), REQ-CLS-051 출석 QR 체크인(회원 자가 출석)","회원앱(FG) / 마이페이지. 3사 비교: BroJ=○, OnFit=○, LessonBook=△, FitGenie=○. 핏지니 회원앱",,"BroJ=○, OnFit=○, LessonBook=△, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R170,1,원천 기능행
REQ-APP-008,회원앱·키오스크,골프 예약·확정·대기,유사연계,"REQ-RSV-011, REQ-FAC-008, REQ-RSV-019, REQ-CLS-051, REQ-FAC-053, REQ-FAC-025","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=출입/키오스크/모바일. 예: REQ-RSV-011 골프 타석 예약·배정, REQ-FAC-008 골프/고정 물품 락커, REQ-RSV-019 레슨 예약(PT/개인), REQ-CLS-051 출석 QR 체크인(회원 자가 출석)","키오스크(FG) / 골프. 3사 비교: BroJ=×, OnFit=△, LessonBook=○, FitGenie=○. 핏지니 키오스크 골프 + 동기화",,"BroJ=×, OnFit=△, LessonBook=○, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R188,1,원천 기능행
REQ-APP-009,회원앱·키오스크,관리자 진입·기기 상태·운영 제어,유사연계,"REQ-FAC-008, REQ-MBR-046, REQ-FAC-053, REQ-RSV-019, REQ-CLS-051, REQ-FAC-025","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=출입/키오스크/모바일. 예: REQ-FAC-008 골프/고정 물품 락커, REQ-MBR-046 체성분(InBody) 관리, REQ-FAC-053 키오스크 설정·운영, REQ-RSV-019 레슨 예약(PT/개인)","키오스크(FG) / 관리. 3사 비교: BroJ=△, OnFit=×, LessonBook=×, FitGenie=○. 핏지니 키오스크 관리",,"BroJ=△, OnFit=×, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R191,1,원천 기능행
